iid;job;company;ssn;residence;current_location;blood_group;website;username;name;sex_x;address;mail;birthdate;age;sex_y;cp;trestbps;chol;fbs;restecg;thalach;exang;oldpeak;slope;ca;thal;target
815;Chemical engineer;Bhatia-Lata;363-74-7431;"611, Sagar Chowk
Sonipat 324623";(Decimal('31.1349425'), Decimal('58.250392'));AB+;['https://bandi-dube.net/', 'http://anne.org/'];mishtikhalsa;Eshani Kapur;M;75, Kaur, Rewa-655229;khatrirasha@gmail.com;1933-02-20;61;1;3;134;234;0;1;145;0;2.6;1;2;2;0
816;opticien-lunetier;Masse;2,33067E+14;"37, rue Bodin
05238 Marin";(Decimal('30.360072'), Decimal('179.057245'));A-;['http://marques.com/', 'https://boulanger.fr/', 'https://www.pasquier.com/'];hguibert;Victor du Mahe;M;"rue Verdier
53770 Chrétien-sur-Mer";ajoseph@wanadoo.fr;1951-12-29;58;1;1;120;284;0;0;160;0;1.8;1;0;2;0
818;costumier;Brunet Pires et Fils;2,64079E+14;"409, avenue Danielle Samson
73929 Alexandre-la-Forêt";(Decimal('-67.291393'), Decimal('141.074200'));AB-;['https://www.picard.com/'];suzanne33;Éléonore Langlois;F;"boulevard Ruiz
33114 Renauddan";qbruneau@laposte.net;1931-05-27;60;1;0;117;230;1;1;160;1;1.4;2;2;3;0
819;Theme park manager;Khurana PLC;993-90-0453;13, Gera Path, Bihar Sharif 361923;(Decimal('0.4707415'), Decimal('49.914171'));B+;['http://www.cherian.com/', 'https://gala.com/'];ritvikmand;Kismat Konda;M;"47/668
Mani Zila, Vellore 220146";aniruddh46@hotmail.com;1991-07-07;64;1;3;170;227;0;0;155;0;0.6;1;0;3;1
820;consignataire de navire;Julien Gaillard SA;1,83112E+14;"148, chemin Adrien Dupuy
62034 Hamon-les-Bains";(Decimal('-39.999001'), Decimal('-125.106996'));O+;['http://www.rousseau.fr/', 'https://www.labbe.com/', 'https://girard.fr/', 'https://www.le.org/'];dominiquecharpentier;Pierre du Charpentier;M;"90, chemin Delannoy
59635 Antoine";sabine98@club-internet.fr;1942-12-28;59;1;2;126;218;1;1;134;0;2.2;1;1;1;0
821;Scientist, marine;Mann PLC;241-48-5282;"86078 Blake Drive
North Brandon, CO 14697";(Decimal('49.215649'), Decimal('50.534712'));O+;['http://www.smith-parker.com/', 'https://www.jones.com/', 'http://www.herrera.biz/'];phillipchen;Greg Phillips;M;"578 Kimberly Rest Apt. 753
Port Benjamin, MP 85193";timothy69@yahoo.com;1912-11-28;61;1;2;150;243;1;1;137;1;1.0;1;0;2;1
822;Osteopath;Matthews Ltd;649-47-0433;"208 Donald Well Apt. 227
Watkinsville, UT 64932";(Decimal('77.288086'), Decimal('124.984064'));O+;['http://bell.com/', 'https://www.cross.biz/', 'https://wright-reed.org/', 'https://nelson-smith.net/'];gaustin;Robert Brown;M;"7309 Tina Skyway
Youngstad, WI 05789";gutierrezscott@gmail.com;1950-07-28;43;1;0;120;177;0;0;120;1;2.5;1;0;3;0
823;ingénieur production dans les biotechnologies;Hoarau;2,83107E+14;"347, boulevard Victoire Laroche
73722 Navarro";(Decimal('9.6330255'), Decimal('-4.914078'));B+;['http://raynaud.fr/'];marc41;Élodie Lecomte;F;"boulevard de Benard
51327 Sainte Grégoire-sur-Mer";colettepaul@bouygtel.fr;1912-12-28;59;1;3;160;273;0;0;125;0;0.0;2;0;2;0
824;Hotel manager;Din-Kurian;054-97-3229;H.No. 17, Verma, Kishanganj-011919;(Decimal('11.909946'), Decimal('114.590252'));B+;['https://www.raman.info/', 'https://sane.biz/', 'https://www.yohannan-mahal.com/', 'http://kaul-kaur.com/'];jaindevansh;Vritika Vyas;M;"810
Bumb Road, Purnia 347603";sanaguha@yahoo.com;2022-03-01;68;1;2;118;277;0;1;151;0;1.0;2;1;3;1
826;Scientist, research (physical sciences);Kirby, Stewart and Valdez;512-23-2248;"37796 Smith Divide Apt. 946
Lake Davidchester, DC 66104";(Decimal('81.534651'), Decimal('-86.539119'));O+;['http://oconnor.org/', 'https://stephens.com/', 'http://lopez.biz/', 'https://www.hoffman.org/'];estradashawn;James Ramos;M;"6574 Alexander Hills
Juanport, WV 84552";jordancynthia@yahoo.com;1994-09-24;52;0;2;136;196;0;0;169;0;0.1;1;0;2;1
827;veilleur stratégique;Da Costa S.A.;2,81088E+14;"92, rue Joseph Marques
26665 Lévy-la-Forêt";(Decimal('42.9910495'), Decimal('161.228459'));B+;['http://lelievre.fr/', 'http://www.godard.com/', 'http://lemaitre.com/'];noemiverdier;Victor Hamon-Lopes;M;"9, rue Astrid Bodin
75961 Sainte Laurence";nguillot@yahoo.fr;1957-12-25;62;1;1;128;208;1;0;140;0;0.0;2;0;2;1
829;Scientist, forensic;Bates-Stone;045-39-9666;"85295 Cynthia Cliff Suite 830
Deckerstad, UT 74529";(Decimal('-41.0010185'), Decimal('-83.861356'));A+;['https://jimenez.com/', 'http://www.king.org/', 'http://allen.com/', 'https://mccoy-todd.com/'];holmesmark;Shawn Brock;M;"130 Owens Locks Apt. 768
New Jeffrey, TN 03841";diana78@hotmail.com;1912-07-20;62;0;0;150;244;0;1;154;1;1.4;1;0;2;0
831;Electronics engineer;Sathe-Krishnan;535-84-8966;"H.No. 57, Chawla Path
Akola-559145";(Decimal('-4.084028'), Decimal('166.711680'));AB-;['https://chokshi-guha.com/'];navya44;Ishita Gola;F;"69
Raman Circle, Bellary-346946";kratta@hotmail.com;2010-04-21;51;0;2;140;308;0;0;142;0;1.5;2;1;2;1
832;Teacher, English as a foreign language;Snow, Willis and Graham;128-67-1143;"3065 Lawrence Square
Camposton, AK 30665";(Decimal('59.516871'), Decimal('45.063863'));A-;['http://braun.com/', 'https://freeman.info/', 'http://sanders.com/', 'http://johnson-mclean.info/'];ymueller;Patricia Bentley;F;"296 Caitlin Overpass Suite 862
Clarkechester, NH 45825";ubaker@yahoo.com;1908-03-27;55;1;1;130;262;0;1;155;0;0.0;2;0;2;1
833;Investment banker, corporate;Woods-Santiago;365-14-8280;"41115 Schaefer Path Suite 667
North Christopherchester, TN 19427";(Decimal('78.2393705'), Decimal('-15.087913'));O-;['https://www.bishop.net/'];rodriguezjason;Michael Mitchell;M;"150 Scott Parkways
Stephaniemouth, ID 15165";browngregory@gmail.com;1943-06-16;67;1;0;120;229;0;0;129;1;2.6;1;2;3;0
834;géophysicien;Lefort;2,31043E+14;"9, rue Martineau
13699 Neveu";(Decimal('-4.0797725'), Decimal('20.119984'));O-;['https://mathieu.fr/'];vrousset;Marc Ruiz;M;"rue de Laporte
12420 Texiernec";adelattre@wanadoo.fr;1961-03-14;60;0;3;150;240;0;1;171;0;0.9;2;0;2;1
837;Librarian, public;Saini Inc;317-47-4966;"03
Bains Street, Durgapur 960082";(Decimal('-63.332748'), Decimal('61.212490'));O+;['https://buch-mani.com/', 'http://www.tiwari.com/', 'https://sundaram.com/'];vorataran;Seher Gill;M;"55, Solanki Street
Guwahati 111654";shayakmannan@yahoo.com;1951-04-12;38;1;2;138;175;0;1;173;0;0.0;2;4;2;1
838;psychologue de l'Éducation nationale spécialité éducation, développement et apprentissages;Martin;1,29122E+14;"avenue Lévy
37018 Leleuboeuf";(Decimal('-41.706300'), Decimal('103.710093'));AB-;['http://aubert.com/', 'https://gonzalez.fr/', 'http://riou.fr/', 'https://perrin.com/'];alexandre11;Martin de Schmitt;M;"3, rue de Baron
01363 Saint Stéphanie";bertinaurore@yahoo.fr;1919-03-30;38;1;3;120;231;0;1;182;1;3.8;1;0;3;0
839;agent d'escale;Roche Dubois S.A.;1,96107E+14;"77, rue Guillot
32471 Peltier";(Decimal('-34.5647875'), Decimal('54.939904'));O-;['http://www.perrot.com/', 'https://goncalves.org/', 'http://hubert.org/'];fbriand;Monique Rémy;F;"30, boulevard Juliette Lebon
72124 Joseph-sur-Roux";npeltier@hotmail.fr;1981-01-09;34;1;3;118;182;0;0;174;0;0.0;2;0;2;1
840;Multimedia specialist;Stephens-Johnson;047-83-6464;"371 Hatfield Orchard Apt. 668
Lake Roberthaven, IA 69705";(Decimal('-69.8005105'), Decimal('-57.704988'));A-;['https://www.jones.com/', 'http://www.frost.com/'];michaelstuart;Matthew Lucas;M;"9670 Salinas Harbors
Michelleport, KS 56065";michael12@hotmail.com;1966-09-28;46;1;1;101;197;1;1;156;0;0.0;2;0;3;1
841;Land/geomatics surveyor;Saraf, Kalita and Saxena;401-76-3828;123, Bala Street, Bharatpur 184488;(Decimal('78.395177'), Decimal('7.901095'));A-;['http://vig-luthra.org/'];sharmanitya;Shray Date;F;"31/78, Madan Street
Jamshedpur 920901";fatehsahota@hotmail.com;1993-08-29;57;1;0;130;131;0;1;115;1;1.2;1;1;3;0
842;hydraulicien;Roche;2,01013E+14;"99, rue de Durand
26025 Menard-les-Bains";(Decimal('-5.4110785'), Decimal('-155.683427'));A-;['https://boyer.org/', 'http://www.chauvin.fr/', 'http://leger.net/', 'http://cordier.com/'];jacquetnathalie;Jean Leclerc-Deschamps;M;"57, rue de Louis
62636 Sainte Michèle";didiernicole@hotmail.fr;1995-02-18;58;1;0;125;300;0;0;171;0;0.0;2;2;3;0
843;directeur de magasin à grande surface;Gaudin S.A.;1,36012E+14;"53, rue Blondel
68155 Saint Michelle";(Decimal('-43.8876405'), Decimal('-178.655585'));A-;['https://www.lacombe.com/'];blinalexandrie;Émilie Allard;F;"43, chemin Ribeiro
26832 Bonnin-les-Bains";zmichel@voila.fr;1995-01-08;69;1;3;160;234;1;0;131;0;0.1;1;1;2;1
844;Sport and exercise psychologist;Mane Group;733-25-4253;"H.No. 71
Bajwa Road, Rourkela 751834";(Decimal('-27.551087'), Decimal('169.020063'));O-;['http://www.borah.com/', 'http://hans.biz/', 'https://bahl.net/'];ivanacheema;Neysa Dhawan;M;58/761, Andra Path, Salem-230997;veerdey@gmail.com;1980-02-25;44;1;0;110;197;0;0;177;0;0.0;2;1;2;0
845;Fashion designer;Lozano-Valdez;101-38-2723;"8103 Webster Stream
Karenland, DE 40956";(Decimal('41.3098795'), Decimal('-73.775185'));AB+;['http://www.rangel.info/', 'https://www.krause.info/', 'https://jones.info/', 'http://hogan.com/'];reginald80;Adam Palmer;M;"Unit 4367 Box 0681
DPO AA 83363";jasmin75@hotmail.com;2020-03-20;61;1;3;134;234;0;1;145;0;2.6;1;2;2;0
846;Public librarian;Hill, Valdez and Oneal;753-56-8750;"691 Jones Wells
Danielland, AK 11357";(Decimal('11.7171585'), Decimal('-24.011626'));AB-;['https://baker.com/', 'https://www.allen-coleman.biz/', 'https://www.reese-douglas.com/', 'http://www.young.info/'];tammie87;Barbara Mcdonald;F;"534 Barnes Hollow
West Mistyburgh, TX 30585";taylorbonnie@hotmail.com;1933-06-17;58;1;0;100;234;0;1;156;0;0.1;2;1;3;0
848;chef d'exploitation d'usine d'incinération;Ruiz;2,76099E+14;"rue Paul
70300 MauryBourg";(Decimal('41.7606615'), Decimal('-9.691058'));AB-;['http://couturier.fr/'];pierre47;Guy Renaud;M;"rue de Dias
43698 Blanchardnec";aurorebrunel@live.com;1950-12-05;43;0;2;122;213;0;1;165;0;0.2;1;0;2;1
849;Therapeutic radiographer;Sheth, Mane and Kibe;954-86-3048;"865
Korpal Nagar, Haldia-713296";(Decimal('42.1132105'), Decimal('9.619687'));A+;['https://choudhry-sane.com/'];dyogi;Lakshit Divan;F;"H.No. 11, Solanki Street
Mango-633744";qgokhale@hotmail.com;1995-04-13;45;1;1;128;308;0;0;170;0;0.0;2;0;2;1
850;Physicist, medical;Walton Ltd;428-18-7128;"044 Fields Junctions
Port Yolanda, RI 80849";(Decimal('-10.372816'), Decimal('-39.076364'));B-;['http://mercado.com/', 'http://lee.net/', 'http://stout.org/'];woodsstephanie;Amy Gibbs;F;"8816 Michael Mountains Suite 080
Garciastad, NV 34934";nedwards@hotmail.com;1928-08-02;50;1;2;129;196;0;1;163;0;0.0;2;0;2;1
851;microtechnicien;Aubry;2,66056E+14;"5, rue Aurélie Faure
47464 Boulay-les-Bains";(Decimal('18.0563085'), Decimal('-76.708937'));O-;['http://www.rodriguez.com/', 'https://www.rocher.com/', 'http://huet.fr/'];leclercqmathilde;Marc Seguin;M;"91, rue Clément
84912 Hervé";oadam@sfr.fr;1926-11-25;66;0;3;150;226;0;1;114;0;2.6;0;0;2;1
852;Air traffic controller;Gordon, Martinez and Baker;759-87-3294;"018 Catherine Mountain
Mcdonaldshire, NH 41628";(Decimal('88.440607'), Decimal('-27.678969'));A-;['https://www.patterson-robinson.biz/'];anthonyingram;Jerry Bell;M;"745 Hale Meadow
North Charlesfurt, CO 33003";dnichols@gmail.com;1955-01-30;58;1;1;120;284;0;0;160;0;1.8;1;0;2;0
853;couvreur;Rodrigues Hernandez S.A.S.;2,10069E+14;"96, boulevard Bertrand Ollivier
06281 Massonnec";(Decimal('-48.254518'), Decimal('-157.101283'));O+;['http://wagner.com/'];laetitia00;Patricia Salmon de la Lambert;F;"rue de Ribeiro
87994 Pires";frederic00@hotmail.fr;1985-07-22;49;0;0;130;269;0;1;163;0;0.0;2;0;2;1
854;Press photographer;Brewer Ltd;607-51-0252;"75090 Vanessa Cliffs Suite 055
West Annton, OR 59778";(Decimal('33.128709'), Decimal('-54.895851'));AB-;['https://morgan-hays.com/', 'https://www.chung.com/', 'https://www.powell.net/'];jonathan39;John Sherman;M;"36385 Jennifer Mill Apt. 097
Littleshire, AR 87117";romerobrian@yahoo.com;1926-09-11;41;1;2;112;250;0;1;179;0;0.0;2;0;2;1
855;Environmental health practitioner;Mclean-Chavez;212-63-6442;"3251 John Drives
South Jamesport, NY 82113";(Decimal('-83.113874'), Decimal('172.556462'));B-;['http://smith.com/'];wendy27;Bryan Gomez;M;"191 Julie Islands Apt. 232
Gregorytown, TN 03543";inguyen@yahoo.com;1912-04-24;48;1;0;124;274;0;0;166;0;0.5;1;0;3;0
856;Secretary, company;Smith, Valenzuela and Lee;008-42-8269;"35134 Cunningham Mountain Suite 188
Lake Courtneybury, ME 46536";(Decimal('-36.0993605'), Decimal('130.348448'));B+;['https://www.rodriguez.org/', 'http://www.long.com/'];rodriguezruth;Ryan Wyatt;M;"Unit 4649 Box 3768
DPO AP 65148";mburns@gmail.com;1989-11-16;57;1;0;152;274;0;1;88;1;1.2;1;1;3;0
857;conseiller en fusions-acquisitions;Pascal et Fils;2,22084E+14;"1, rue Reynaud
22471 Roux-sur-Guillaume";(Decimal('-63.241605'), Decimal('-63.534529'));B+;['http://chevalier.net/', 'http://le.com/', 'http://lacombe.fr/', 'https://www.launay.com/'];capucine29;Marie Pierre;F;"5, rue de Gomes
27113 BaronBourg";anaisboyer@tele2.fr;2015-05-19;62;0;0;140;268;0;0;160;0;3.6;0;2;2;0
858;Holiday representative;Buch-Subramanian;622-14-8966;49/240, Amble Marg, Tirupati-420595;(Decimal('-71.3931235'), Decimal('-140.291616'));A-;['https://venkataraman-rama.com/', 'http://www.kurian.org/', 'http://www.bala.com/'];wgarg;Shayak Ganguly;F;"H.No. 50
Anne Path, Barasat-320439";zsachar@hotmail.com;1959-11-06;42;1;3;148;244;0;0;178;0;0.8;2;2;2;1
859;Event organiser;Dave PLC;465-86-9294;"40
Taneja Marg, Arrah 473313";(Decimal('-79.780347'), Decimal('85.295176'));O-;['http://chatterjee-singh.com/', 'http://www.koshy.com/'];hbajaj;Anika Boase;F;393, Balakrishnan Road, Siliguri-152076;hegdeadvika@gmail.com;1981-01-04;53;0;0;130;264;0;0;143;0;0.4;1;0;2;1
860;Technical sales engineer;Johnston-Hansen;856-99-9140;"4061 Nicholson Mill
Staceychester, NE 61119";(Decimal('-58.7907585'), Decimal('-176.742118'));O+;['http://thompson.net/', 'http://www.king-nelson.com/', 'http://cole-rice.org/', 'http://garcia-foster.com/'];kevin11;Richard Gonzalez;M;"167 Medina Lane
Washingtonhaven, MO 33695";stephenmorris@yahoo.com;1929-01-11;47;1;0;110;275;0;0;118;1;1.0;1;1;2;0
861;Web designer;Din-Bajwa;833-79-6838;H.No. 242, Halder Road, Solapur-793751;(Decimal('50.178645'), Decimal('83.706568'));A-;['https://rama.com/', 'http://kuruvilla.com/'];azad33;Kartik Chatterjee;M;"93/13, Kunda Marg
Hapur 625378";bariaemir@yahoo.com;1929-06-18;54;1;0;140;239;0;1;160;0;1.2;2;0;2;1
862;Chief of Staff;Tapia-Baker;137-73-3828;"4847 Katherine Garden Suite 913
Adamsview, MH 35296";(Decimal('-67.2753585'), Decimal('-52.467153'));B+;['https://www.simpson.com/'];jimlarson;Shawn Clark;M;"49715 Roy Spurs
West Natalie, NY 24139";lauren96@hotmail.com;1919-06-27;52;1;3;152;298;1;1;178;0;1.2;1;0;3;1
863;ingénieur opticien opticienne;Benoit;2,12056E+14;"boulevard Gabrielle Petitjean
48178 Sainte Alex";(Decimal('20.3704925'), Decimal('-64.215463'));B-;['https://riou.net/'];lemairesusan;Christiane Delmas Le Blanc;F;"1, rue Payet
04264 Sainte Thérèse-sur-Mer";leonallain@hotmail.fr;1969-03-04;29;1;1;130;204;0;0;202;0;0.0;2;0;2;1
864;Gaffer;Mahajan, Dara and Bhavsar;686-75-1964;H.No. 45, Viswanathan Street, Kochi-613404;(Decimal('28.3404745'), Decimal('105.101436'));AB+;['https://ramanathan-arya.biz/'];nishith63;Amira D’Alia;F;"158, Tiwari Path
Patiala-190308";aptedevansh@yahoo.com;1989-06-21;63;1;0;130;254;0;0;147;0;1.4;1;1;3;0
865;Editorial assistant;Sinha, Sha and Gaba;330-23-5530;"87, Venkataraman Zila
Ranchi-517680";(Decimal('-66.5816875'), Decimal('86.382269'));A-;['http://kanda.org/'];jvarma;Samaira Luthra;F;"35, Verma Ganj
Thoothukudi-329316";bramakrishnan@yahoo.com;1964-04-12;48;1;1;110;229;0;1;168;0;1.0;0;0;3;0
867;Multimedia specialist;Jhaveri-Apte;462-55-9756;"H.No. 018, Badami
Kolhapur-753752";(Decimal('49.603694'), Decimal('-18.599635'));O+;['http://bath.biz/'];pchokshi;Riya Chahal;F;"43
Kibe, Jaunpur-732511";iganesh@gmail.com;2019-05-01;58;1;2;112;230;0;0;165;0;2.5;1;1;3;0
868;Chartered loss adjuster;Virk, Kale and Bhatti;963-46-2749;H.No. 552, Ahuja Marg, Rewa 820256;(Decimal('-9.5397915'), Decimal('64.874524'));O-;['http://www.saraf.com/', 'https://www.manne.org/', 'https://kamdar-rau.com/'];manjarikapur;Charvi Dhillon;F;"93/195
Mangat Path, Imphal-061772";priyanshsachar@hotmail.com;1996-07-01;40;1;0;110;167;;0;114;1;2.0;1;0;3;0
869;Insurance risk surveyor;Dickson, Payne and Callahan;460-35-8352;"9581 Richard Street
West Joseph, DE 69967";(Decimal('16.9334405'), Decimal('-153.961480'));A-;['https://potter-henry.net/'];gbanks;Troy Gonzales;M;"5818 Norton Plain
New Brenda, OH 89926";heidi98@yahoo.com;1994-07-28;64;1;2;140;335;;1;158;0;0.0;2;0;2;0
871;Psychotherapist, dance movement;Boyer-Rodriguez;102-91-1737;"631 Frazier Ports Suite 761
West Marc, AZ 77975";(Decimal('-83.860016'), Decimal('101.101416'));B-;['http://www.lee.com/', 'http://www.sims.org/', 'http://www.campos-chan.com/'];obrown;Rachel Paul;F;"1700 Darren Mill
Perezport, IN 05914";caitlin99@gmail.com;1948-10-16;38;1;2;138;175;;1;173;0;0.0;2;4;2;1
872;Arts development officer;Bail, Varghese and Lad;723-87-4119;"H.No. 98
Vasa Circle, Giridih-420812";(Decimal('-20.4147655'), Decimal('-57.845909'));B-;['http://vora.net/'];yashvisamra;Vihaan Chander;F;"851
Roy Circle
Shahjahanpur-958438";seherbansal@hotmail.com;1981-10-01;63;0;0;150;407;;0;154;0;4.0;1;3;3;0
873;Arts development officer;Kline LLC;513-34-1883;"9836 Miller Crescent
East Deannamouth, MA 95518";(Decimal('-13.884875'), Decimal('-79.011731'));AB+;['https://www.coleman.com/', 'https://www.edwards.com/', 'http://gomez.com/'];emily33;Mr. Jesse Martinez;M;"4253 Lewis Villages Apt. 196
East Tonya, AZ 28848";rgallegos@yahoo.com;2006-07-02;58;1;1;120;284;;0;160;0;1.8;1;0;2;0
874;chef de station de traitement des eaux;Blanc;1,70122E+14;"rue de Pages
16696 Lemaître";(Decimal('19.2688315'), Decimal('20.383220'));A-;['https://vidal.net/', 'https://www.laroche.fr/'];merleedith;Michèle Blondel;F;"543, rue Auguste Voisin
61540 Couturier";jeromemartin@noos.fr;1938-08-09;58;0;0;100;248;;0;122;0;1.0;1;0;2;1
875;pharmacien;Besson Leleu S.A.;1,07033E+14;"48, boulevard Georges Perrot
74225 Aubert-sur-Mer";(Decimal('77.824862'), Decimal('-164.842750'));AB+;['https://www.buisson.com/'];ccharles;Léon-Patrick Marchal;M;"7, rue de Marie
05586 Sainte CorinneBourg";dberthelot@wanadoo.fr;1973-07-28;52;1;1;120;325;;1;172;0;0.2;2;0;2;1
876;directeur de création;Bouchet SARL;2,18025E+14;"25, boulevard de Pichon
64807 Vincent-les-Bains";(Decimal('-85.106350'), Decimal('-69.026602'));B+;['http://www.gomez.com/', 'https://www.bonnin.org/', 'http://www.marques.fr/'];elisabeth59;Claude Breton-Delannoy;F;"972, avenue Jeannine Torres
71253 Sainte Mauricedan";alexandriede-oliveira@sfr.fr;1943-11-14;52;1;0;108;233;;1;147;0;0.1;2;3;3;1
877;agent de sûreté ferroviaire;Rocher;1,66122E+14;"55, chemin de Hubert
62644 Ferreiraboeuf";(Decimal('9.327098'), Decimal('-41.973938'));AB+;['https://leclerc.fr/'];tchauvet;Yves Robert;M;"9, rue de Jacques
62128 Coste-la-Forêt";labbepatricia@free.fr;1944-04-24;58;0;1;136;319;;0;152;0;0.0;2;2;2;0
878;Health visitor;Wheeler Inc;048-52-9658;"9672 Laura Greens Suite 446
New Ian, CT 91256";(Decimal('-42.485681'), Decimal('-61.340558'));B-;['https://coleman.com/', 'http://www.willis.biz/'];singhbrian;Katherine Roth;F;"431 Robert Greens
Jasonside, MI 23820";rbright@hotmail.com;1983-03-24;52;1;0;112;230;;1;160;0;0.0;2;1;2;0
879;Bonds trader;Din, Butala and Gill;356-65-7072;"00
Sama, Guntur-321289";(Decimal('-11.6986715'), Decimal('87.532442'));O-;['http://johal.com/'];charvi34;Akarsh Bora;M;953, Kata Ganj, Sikar-680341;ojas94@hotmail.com;1971-03-31;50;1;0;144;200;;0;126;1;0.9;1;0;3;0
880;Occupational psychologist;Fuentes, Riley and Bennett;552-86-9473;"982 Gonzalez Mission
New James, NC 00747";(Decimal('60.7570135'), Decimal('139.687910'));B-;['http://scott-robinson.biz/', 'http://www.brown-harris.com/', 'https://rodriguez-davis.com/'];donna23;Dennis Bass;M;"439 Sandra Terrace
East Briannaport, MP 39421";ghill@gmail.com;1925-09-26;61;0;0;130;330;;0;169;0;0.0;2;0;2;0
881;Librarian, public;Date, Buch and Chandra;571-56-0625;"764
Buch Street, Jaipur-446088";(Decimal('80.942867'), Decimal('53.227528'));B-;['https://sarma.com/'];trivedionkar;Alisha Sawhney;M;"79/838
Bajaj Path, Mahbubnagar 267170";aryafateh@hotmail.com;1999-02-23;54;1;2;150;232;;0;165;0;1.6;2;0;3;1
882;Barrister's clerk;Goodman Ltd;325-87-9396;"0485 Dunn Glen
Lake Amyview, MS 28272";(Decimal('-60.2793335'), Decimal('91.262544'));A-;['http://moore-terry.com/', 'https://johnson-rodriguez.com/', 'https://kim-snyder.org/'];susan09;Scott Reed;M;"40241 Brian Springs Suite 722
Lindseyburgh, NY 27897";hollandmaria@hotmail.com;1919-05-20;35;0;0;138;183;;1;182;0;1.4;2;0;2;1
883;chargé de référencement web;Lucas;1,88051E+14;"chemin Susan Barre
80589 Thibault";(Decimal('-78.772865'), Decimal('-164.416607'));O+;['http://maillot.org/', 'http://www.loiseau.net/', 'https://couturier.com/', 'https://techer.fr/'];bbriand;Pénélope Julien-Vaillant;F;"83, rue de Renault
65924 Rocher";andreehamon@gmail.com;2019-01-23;57;1;1;154;232;;0;164;0;0.0;2;1;2;0
884;Emergency planning/management officer;Sahni, Lal and Kohli;154-50-9304;"85
Bhat Path
Eluru 329246";(Decimal('41.402558'), Decimal('-138.138151'));AB-;['http://www.ramanathan.com/', 'http://www.bose-sehgal.com/', 'http://bumb.com/'];derasha;Fateh Subramanian;M;88/673, Karpe Zila, Ramgarh 368309;baliadvika@yahoo.com;1992-12-09;61;0;0;145;307;;0;146;1;1.0;1;0;3;0
